sender,receiver,number_of_characters,contains_urgent,contains_important,urgency_classification,send_date,send_time,claim_type,initial_priority,number_of_attachments,message_language
Designer,Project Manager,15,False,False,not urgent and not important,2020-05-21,2020-05-21 12:42:49,technical,high,0,English
architect,electrician,945,False,False,not urgent and not important,2021-12-24,2021-12-24 10:13:46,technical,medium,0,English
Architect,Consultant,32,False,False,not urgent and not important,2021-05-17,2021-05-17 14:21:29,administrative,low,1,Spanish
Architect,Contractor,28,False,True,urgent and important,2015-10-20,2015-10-20 09:17:46,administrative,medium,0,English
Owner,Contractor,125,False,False,not urgent and not important,1995-12-04,1995-12-04 16:34:35,technical,medium,0,English
Electrician,Architect,31,False,False,not urgent and not important,2019-01-04,2019-01-04 10:34:24,technical,medium,0,English
Engineer,Architect,38,False,False,not urgent and not important,1980-02-20,1980-02-20 10:45:44,logistical,high,0,French
Consultant,Consultant,318,True,False,not urgent and not important,2018-04-19,2018-04-19 10:13:23,logistical,medium,0,Spanish
Architect,Electrician,212,False,False,not urgent and not important,1998-03-12,1998-03-12 12:32:28,technical,low,0,English
general contractor,insurance adjuster,125,False,False,urgent and not important,1989-10-17,1989-10-17 02:51:26,technical,high,0,English
Architect,Electrician,229,False,False,not urgent and important,2012-11-01,2012-11-01 13:21:47,administrative,low,1,English
Architect,Electrician,407,False,False,not urgent and not important,2018-02-22,2018-02-22 09:35:26,administrative,low,0,English
Contractor,Architect,77,False,False,not urgent and not important,2019-07-03,2019-07-03 10:13:00,technical,medium,0,Spanish
Developer,Architect,217,False,False,not urgent and not important,1993-04-08,1993-04-08 19:05:46,financial,medium,0,English
Other - Building Professional Services,Owner,30,False,False,not urgent and not important,2021-02-07,2021-02-07 09:42:01,technical,medium,0,English
Electrician,Architect,1060,True,False,not urgent and not important,2018-09-07,2018-09-07 08:34:43,logistical,low,0,Spanish
Electrician,Architect,339,False,False,not urgent and not important,2019-09-11,2019-09-11 19:52:17,administrative,high,0,English
Electrician,Electrician,41,False,False,not urgent and not important,2018-05-29,2018-05-29 13:20:02,technical,low,0,Spanish
Electrician,Architect,15,False,False,urgent and not important,1989-01-23,1989-01-23 12:20:49,technical,medium,0,German
Architect,Electrician,215,False,False,not urgent and not important,2020-02-14,2020-02-13 09:07:57,technical,low,1,English
Electrician,Architect,235,False,False,not urgent and not important,2018-04-24,2018-04-24 09:48:56,technical,high,1,Spanish
Electrical,Mechanical,112,False,False,not urgent and not important,2018-09-11,2018-09-11 16:42:17,technical,medium,0,English
Electrician,Architect,48,False,False,not urgent and not important,2018-08-01,2018-08-01 15:35:48,financial,medium,0,English
Architect,Electrician,99,False,False,not urgent and not important,2021-06-18,2021-06-18 13:01:00,technical,high,0,English
Architect,Architect,160,False,False,not urgent and not important,2018-04-05,2018-04-04 23:04:44,administrative,low,0,English
Electrician,Architect,122,True,False,not urgent and important,2020-04-21,2020-04-21 15:07:28,technical,medium,0,Spanish
Contractor,Owner,135,False,False,not urgent and important,1998-07-09,1998-07-09 15:51:55,technical,low,0,English
electrician,builder,23,False,False,not urgent and not important,1970-01-17,1970-01-17 09:52:29,logistical,low,0,English
Superintendent,Owner,496,False,False,not urgent and important,1997-04-06,1997-04-06 14:19:04,administrative,low,0,English
Architect,Subcontractor,133,False,False,not urgent and not important,2021-02-11,2021-02-10 22:06:22,technical,medium,0,English
Electrician,Electrician,124,False,False,not urgent and not important,2018-01-18,2018-01-18 15:17:22,technical,high,0,Spanish
Electrician,Architect,221,False,False,not urgent and not important,2023-02-03,2023-02-03 00:00:00,technical,high,0,English
Electrician,Architect,143,False,False,not urgent and not important,2020-09-20,2020-09-20 18:04:50,technical,high,0,English
Architect,Electrician,266,False,False,not urgent and not important,2015-01-20,2015-01-20 00:00:00,technical,low,0,French
Engineer,Architect,21,False,False,not urgent and not important,2017-10-21,2017-10-20 22:45:18,administrative,high,0,English
Architect,Architect,1064,False,False,not urgent and not important,1998-03-31,1998-03-31 12:06:31,administrative,low,0,German
electrician,electrician,156,False,False,not urgent and not important,1997-05-06,1997-05-06 15:30:26,logistical,high,0,Spanish
Electrician,Architect,194,False,False,not urgent and not important,1952-04-04,1952-04-04 09:02:56,technical,medium,0,English
Architect,Architect,353,False,False,not urgent and not important,2016-02-05,2016-02-05 10:46:01,administrative,medium,0,Spanish
Architect,Architect,173,False,False,not urgent and not important,2019-06-14,2019-06-14 05:28:58,technical,low,0,English
Contractor,Owner,49,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,low,0,English
Contractor,Contractor,59,False,False,not urgent and important,2019-09-23,2019-09-23 09:32:12,administrative,medium,0,English
Electrician,Architect,10,False,False,not urgent and not important,2017-11-21,2017-11-21 11:48:47,technical,medium,0,English
electrician,architect,34,False,True,not urgent and important,1918-08-25,1918-08-25 02:08:16,technical,high,0,English
electrician,electrician,89,False,False,urgent and not important,1969-01-17,1969-01-17 15:51:59,logistical,medium,1,English
Electrician,Architect,235,True,False,urgent and important,2019-07-16,2019-07-16 16:49:05,technical,low,0,English
Architect,Electrician,215,False,False,not urgent and not important,2015-05-01,2015-05-01 08:52:10,technical,medium,0,English
Contractor,Contractor,115,False,False,not urgent and not important,2019-01-11,2019-01-11 05:43:54,logistical,high,0,Spanish
Contractor,Engineer,43,False,True,urgent and important,2018-06-23,2018-06-22 16:40:44,technical,high,0,English
Architect,Architect,202,False,False,not urgent and not important,1998-09-08,1998-09-08 00:16:04,administrative,medium,0,German
Architect,Architect,20,True,False,not urgent and not important,2022-04-21,2022-04-21 11:42:50,technical,low,0,English
Architect,Contractor,229,False,False,not urgent and not important,1994-06-02,1994-06-02 19:51:44,technical,medium,1,English
Attorney,Electrician,373,False,False,not urgent and not important,2017-05-29,2017-05-29 17:56:27,technical,medium,0,Spanish
Architect,Architect,178,False,False,not urgent and not important,1998-04-01,1998-04-01 00:00:00,logistical,medium,0,English
HVAC Contractor,Project Manager,219,False,False,not urgent and not important,2018-10-10,2018-10-10 18:40:33,logistical,low,0,English
Electrician,Architect,189,False,False,not urgent and not important,2023-03-27,2023-03-27 07:27:54,logistical,medium,0,Spanish
Requestor,Contractor,47,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,logistical,low,1,Spanish
Mechanical,Electrician,107,False,False,not urgent and not important,2021-09-12,2021-09-12 19:14:10,technical,low,0,Spanish
Electrician,Architect,68,False,False,not urgent and not important,2018-04-13,2018-04-13 13:15:48,financial,medium,0,German
Insurance Broker,Insurance Broker,635,False,False,not urgent and not important,1991-02-04,1991-02-04 16:07:53,financial,medium,0,English
Architect,Consultant,142,False,False,not urgent and not important,1991-07-07,1991-07-07 16:29:12,technical,medium,0,English
Electrician,Electrician,20,False,False,not urgent and not important,1989-04-17,1989-04-17 14:20:44,administrative,medium,0,German
Electrician,General Contractor,366,False,False,not urgent and not important,1993-01-25,1993-01-25 11:21:42,technical,low,0,Spanish
Supplier,Contractor,235,False,False,not urgent and not important,1996-01-22,1996-01-22 10:50:43,technical,high,0,English
contractor,contractor,429,False,False,not urgent and not important,1988-06-23,1988-06-23 21:48:00,logistical,medium,0,Spanish
Insurance Adjuster,Insurance Adjuster,287,False,False,not urgent and not important,1998-08-09,1998-08-09 15:09:37,financial,medium,2,French
Field Engineer,Engineer,79,False,False,not urgent and not important,1997-02-14,1997-02-14 15:09:00,technical,high,0,English
Main Contractor,Subcontractor,78,False,False,not urgent and not important,2015-04-03,2015-04-02 22:41:54,technical,high,0,English
Contractor,Contractor,263,False,True,not urgent and important,2019-11-22,2019-11-22 12:23:11,technical,high,1,English
Architect,Electrician,42,False,False,not urgent and not important,1991-07-31,1991-07-31 20:04:52,technical,high,0,Spanish
Electrician,Electrician,109,False,False,not urgent and not important,2020-11-16,2020-11-16 10:43:14,technical,medium,0,Spanish
Engineer,Consultant,329,False,False,not urgent and not important,2018-09-25,2018-09-25 08:45:51,technical,medium,1,French
Project Manager,Project Manager,10,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,administrative,low,0,Spanish
Contractor,Contractor,96,True,True,urgent and important,2021-12-09,2021-12-09 12:27:25,technical,high,1,English
Electrician,Electrician,242,False,False,not urgent and not important,1999-07-29,1999-07-29 18:16:12,logistical,low,0,English
Architect,Architect,148,False,False,not urgent and not important,1983-04-26,1983-04-26 00:31:01,technical,low,2,English
Architect,Architect,20,False,False,not urgent and not important,2020-09-22,2020-09-22 11:09:54,administrative,low,0,Spanish
architect,architect,50,False,False,not urgent and not important,1989-02-28,1989-02-28 19:46:15,technical,low,0,Spanish
Architect,Electrician,105,True,False,not urgent and not important,2021-08-25,2021-08-24 09:34:25,technical,high,0,English
Architect,Architect,127,False,False,not urgent and not important,1997-04-08,1997-04-08 10:35:33,logistical,medium,2,English
Electrical Engineer,Electrical Engineer,151,True,False,not urgent and not important,1989-02-02,1989-02-02 20:43:21,logistical,medium,0,Spanish
Architect,Architect,396,False,False,not urgent and important,2020-11-19,2020-11-19 15:25:53,technical,low,0,Spanish
architect,architect,159,False,False,not urgent and not important,2022-08-10,2022-08-10 17:25:39,logistical,medium,0,English
Electrician,Architect,72,False,False,not urgent and not important,1994-10-05,1994-10-05 17:43:54,technical,medium,0,English
Electrician,Architect,44,False,False,not urgent and not important,1998-02-14,1998-02-14 08:36:04,technical,medium,0,English
architect,architect,67,False,False,not urgent and not important,2018-01-17,2018-01-17 08:38:22,administrative,high,0,Spanish
architect,Electrician,39,False,False,not urgent and not important,1999-08-09,1999-08-09 19:30:56,technical,medium,0,English
Architect,Electrician,13,False,False,not urgent and important,2017-04-05,2017-04-05 10:07:27,logistical,low,0,English
Electrician,Architect,267,False,False,not urgent and not important,2018-04-02,2018-04-02 14:40:02,technical,medium,0,English
Architect,Electrician,128,False,False,not urgent and not important,1991-10-11,1991-10-11 16:44:35,technical,high,0,French
Contractor,Electrician,117,False,False,not urgent and not important,2022-09-24,2022-09-24 00:31:04,technical,medium,0,Spanish
Electrician,Electrician,117,True,True,urgent and important,2019-01-04,2019-01-04 19:06:39,technical,high,0,English
electrician,architect,63,False,False,not urgent and not important,2017-09-13,2017-09-13 13:48:06,logistical,low,0,English
architect,electrician,244,False,False,not urgent and not important,2015-05-07,2015-05-07 21:23:23,financial,medium,0,English
architect,architect,116,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,administrative,low,0,German
architect,electrical,21,False,False,not urgent and not important,1999-08-06,1999-08-06 14:59:47,technical,medium,0,English
Electrician,Architect,239,False,False,not urgent and important,2013-06-17,2013-06-17 11:03:05,administrative,high,0,English
Electrician,Electrician,8,False,False,not urgent and not important,1997-01-13,1997-01-13 06:23:31,technical,low,0,German
contractor,contractor,26,False,False,not urgent and not important,2020-10-04,2020-10-04 09:20:20,technical,medium,0,French
electrician,architect,45,False,False,not urgent and not important,1970-01-17,1970-01-17 00:00:00,technical,medium,0,English
subcontractor,architect,86,False,False,not urgent and not important,2020-11-21,2020-11-21 11:47:19,administrative,low,0,English
Architect,Architect,83,False,False,not urgent and not important,2019-01-06,2019-01-06 10:21:39,technical,medium,0,English
Architect,Electrician,14,False,False,not urgent and not important,2020-07-27,2020-07-27 12:34:27,technical,low,0,English
Construction Manager,Architect,150,False,False,not urgent and not important,1970-01-17,1970-01-17 08:50:21,technical,medium,0,English
Contractor,Architect,398,False,False,not urgent and not important,2015-06-22,2015-06-22 09:41:34,financial,medium,0,Spanish
